id,date,sales
HOBBIES_1_004_CA_1_validation,2016-05-23,1
HOBBIES_1_004_CA_1_validation,2016-05-24,3
HOBBIES_1_004_CA_1_validation,2016-05-25,3
HOBBIES_1_004_CA_1_validation,2016-05-26,0
HOBBIES_1_004_CA_1_validation,2016-05-27,3
HOBBIES_1_004_CA_1_validation,2016-05-28,6
HOBBIES_1_004_CA_1_validation,2016-05-29,3
HOBBIES_1_004_CA_1_validation,2016-05-30,0
HOBBIES_1_004_CA_1_validation,2016-05-31,1
HOBBIES_1_005_CA_1_validation,2016-05-01,0
HOBBIES_1_005_CA_1_validation,2016-05-02,2
HOBBIES_1_005_CA_1_validation,2016-05-03,0
HOBBIES_1_005_CA_1_validation,2016-05-04,1
HOBBIES_1_005_CA_1_validation,2016-05-05,0
HOBBIES_1_005_CA_1_validation,2016-05-06,3
HOBBIES_1_005_CA_1_validation,2016-05-07,1
HOBBIES_1_005_CA_1_validation,2016-05-08,1
HOBBIES_1_005_CA_1_validation,2016-05-09,0
HOBBIES_1_005_CA_1_validation,2016-05-10,2
HOBBIES_1_005_CA_1_validation,2016-05-11,2
HOBBIES_1_005_CA_1_validation,2016-05-12,1
HOBBIES_1_005_CA_1_validation,2016-05-13,0
HOBBIES_1_005_CA_1_validation,2016-05-14,1
HOBBIES_1_005_CA_1_validation,2016-05-15,0
HOBBIES_1_005_CA_1_validation,2016-05-16,1
HOBBIES_1_005_CA_1_validation,2016-05-17,3
HOBBIES_1_005_CA_1_validation,2016-05-18,0
HOBBIES_1_005_CA_1_validation,2016-05-19,3
HOBBIES_1_005_CA_1_validation,2016-05-20,1
HOBBIES_1_005_CA_1_validation,2016-05-21,2
HOBBIES_1_005_CA_1_validation,2016-05-22,0
HOBBIES_1_005_CA_1_validation,2016-05-23,2
HOBBIES_1_005_CA_1_validation,2016-05-24,1
HOBBIES_1_005_CA_1_validation,2016-05-25,2
HOBBIES_1_005_CA_1_validation,2016-05-26,2
HOBBIES_1_005_CA_1_validation,2016-05-27,2
HOBBIES_1_005_CA_1_validation,2016-05-28,2
HOBBIES_1_005_CA_1_validation,2016-05-29,3
HOBBIES_1_005_CA_1_validation,2016-05-30,3
HOBBIES_1_005_CA_1_validation,2016-05-31,1
HOBBIES_1_006_CA_1_validation,2016-05-01,1
HOBBIES_1_006_CA_1_validation,2016-05-02,1
HOBBIES_1_006_CA_1_validation,2016-05-03,1
HOBBIES_1_006_CA_1_validation,2016-05-04,0
HOBBIES_1_006_CA_1_validation,2016-05-05,1
HOBBIES_1_006_CA_1_validation,2016-05-06,0
HOBBIES_1_006_CA_1_validation,2016-05-07,1
HOBBIES_1_006_CA_1_validation,2016-05-08,0
HOBBIES_1_006_CA_1_validation,2016-05-09,1
HOBBIES_1_006_CA_1_validation,2016-05-10,0
HOBBIES_1_006_CA_1_validation,2016-05-11,1
HOBBIES_1_006_CA_1_validation,2016-05-12,0
HOBBIES_1_006_CA_1_validation,2016-05-13,1
HOBBIES_1_006_CA_1_validation,2016-05-14,3
HOBBIES_1_006_CA_1_validation,2016-05-15,1
HOBBIES_1_006_CA_1_validation,2016-05-16,0
HOBBIES_1_006_CA_1_validation,2016-05-17,1
HOBBIES_1_006_CA_1_validation,2016-05-18,0
HOBBIES_1_006_CA_1_validation,2016-05-19,3
HOBBIES_1_006_CA_1_validation,2016-05-20,0
HOBBIES_1_006_CA_1_validation,2016-05-21,0
HOBBIES_1_006_CA_1_validation,2016-05-22,0
HOBBIES_1_006_CA_1_validation,2016-05-23,1
HOBBIES_1_006_CA_1_validation,2016-05-24,1
HOBBIES_1_006_CA_1_validation,2016-05-25,2
HOBBIES_1_006_CA_1_validation,2016-05-26,1
HOBBIES_1_006_CA_1_validation,2016-05-27,0
HOBBIES_1_006_CA_1_validation,2016-05-28,2
HOBBIES_1_006_CA_1_validation,2016-05-29,0
HOBBIES_1_006_CA_1_validation,2016-05-30,0
HOBBIES_1_006_CA_1_validation,2016-05-31,0
HOBBIES_1_007_CA_1_validation,2016-05-01,1
HOBBIES_1_007_CA_1_validation,2016-05-02,0
HOBBIES_1_007_CA_1_validation,2016-05-03,0
HOBBIES_1_007_CA_1_validation,2016-05-04,0
HOBBIES_1_007_CA_1_validation,2016-05-05,0
HOBBIES_1_007_CA_1_validation,2016-05-06,0
HOBBIES_1_007_CA_1_validation,2016-05-07,0
HOBBIES_1_007_CA_1_validation,2016-05-08,0
HOBBIES_1_007_CA_1_validation,2016-05-09,0
HOBBIES_1_007_CA_1_validation,2016-05-10,0
HOBBIES_1_007_CA_1_validation,2016-05-11,0
HOBBIES_1_007_CA_1_validation,2016-05-12,0
HOBBIES_1_007_CA_1_validation,2016-05-13,0
HOBBIES_1_007_CA_1_validation,2016-05-14,0
HOBBIES_1_007_CA_1_validation,2016-05-15,1
HOBBIES_1_007_CA_1_validation,2016-05-16,0
HOBBIES_1_007_CA_1_validation,2016-05-17,0
HOBBIES_1_007_CA_1_validation,2016-05-18,0
HOBBIES_1_007_CA_1_validation,2016-05-19,0
HOBBIES_1_007_CA_1_validation,2016-05-20,0
HOBBIES_1_007_CA_1_validation,2016-05-21,1
HOBBIES_1_007_CA_1_validation,2016-05-22,0
HOBBIES_1_007_CA_1_validation,2016-05-23,0
HOBBIES_1_007_CA_1_validation,2016-05-24,0
HOBBIES_1_007_CA_1_validation,2016-05-25,0
HOBBIES_1_007_CA_1_validation,2016-05-26,1
HOBBIES_1_007_CA_1_validation,2016-05-27,2
HOBBIES_1_007_CA_1_validation,2016-05-28,0
HOBBIES_1_007_CA_1_validation,2016-05-29,0
HOBBIES_1_007_CA_1_validation,2016-05-30,0
HOBBIES_1_007_CA_1_validation,2016-05-31,0
HOBBIES_1_008_CA_1_validation,2016-05-01,6
HOBBIES_1_008_CA_1_validation,2016-05-02,11
HOBBIES_1_008_CA_1_validation,2016-05-03,12
HOBBIES_1_008_CA_1_validation,2016-05-04,4
HOBBIES_1_008_CA_1_validation,2016-05-05,12
HOBBIES_1_008_CA_1_validation,2016-05-06,6
HOBBIES_1_008_CA_1_validation,2016-05-07,6
HOBBIES_1_008_CA_1_validation,2016-05-08,12
HOBBIES_1_008_CA_1_validation,2016-05-09,6
HOBBIES_1_008_CA_1_validation,2016-05-10,3
HOBBIES_1_008_CA_1_validation,2016-05-11,9
HOBBIES_1_008_CA_1_validation,2016-05-12,8
HOBBIES_1_008_CA_1_validation,2016-05-13,10
HOBBIES_1_008_CA_1_validation,2016-05-14,11
HOBBIES_1_008_CA_1_validation,2016-05-15,12
HOBBIES_1_008_CA_1_validation,2016-05-16,11
HOBBIES_1_008_CA_1_validation,2016-05-17,11
HOBBIES_1_008_CA_1_validation,2016-05-18,9
HOBBIES_1_008_CA_1_validation,2016-05-19,7
HOBBIES_1_008_CA_1_validation,2016-05-20,5
HOBBIES_1_008_CA_1_validation,2016-05-21,14
HOBBIES_1_008_CA_1_validation,2016-05-22,8
HOBBIES_1_008_CA_1_validation,2016-05-23,4
HOBBIES_1_008_CA_1_validation,2016-05-24,6
HOBBIES_1_008_CA_1_validation,2016-05-25,4
HOBBIES_1_008_CA_1_validation,2016-05-26,5
HOBBIES_1_008_CA_1_validation,2016-05-27,6
HOBBIES_1_008_CA_1_validation,2016-05-28,8
HOBBIES_1_008_CA_1_validation,2016-05-29,10
HOBBIES_1_008_CA_1_validation,2016-05-30,9
HOBBIES_1_008_CA_1_validation,2016-05-31,6
HOBBIES_1_009_CA_1_validation,2016-05-01,1
HOBBIES_1_009_CA_1_validation,2016-05-02,1
HOBBIES_1_009_CA_1_validation,2016-05-03,3
HOBBIES_1_009_CA_1_validation,2016-05-04,1
HOBBIES_1_009_CA_1_validation,2016-05-05,2
HOBBIES_1_009_CA_1_validation,2016-05-06,1
HOBBIES_1_009_CA_1_validation,2016-05-07,1
HOBBIES_1_009_CA_1_validation,2016-05-08,2
HOBBIES_1_009_CA_1_validation,2016-05-09,2
HOBBIES_1_009_CA_1_validation,2016-05-10,0
HOBBIES_1_009_CA_1_validation,2016-05-11,0
HOBBIES_1_009_CA_1_validation,2016-05-12,0
HOBBIES_1_009_CA_1_validation,2016-05-13,0
HOBBIES_1_009_CA_1_validation,2016-05-14,0
HOBBIES_1_009_CA_1_validation,2016-05-15,1
HOBBIES_1_009_CA_1_validation,2016-05-16,1
HOBBIES_1_009_CA_1_validation,2016-05-17,1
HOBBIES_1_009_CA_1_validation,2016-05-18,1
HOBBIES_1_009_CA_1_validation,2016-05-19,3
HOBBIES_1_009_CA_1_validation,2016-05-20,0
HOBBIES_1_009_CA_1_validation,2016-05-21,0
HOBBIES_1_009_CA_1_validation,2016-05-22,3
HOBBIES_1_009_CA_1_validation,2016-05-23,0
HOBBIES_1_009_CA_1_validation,2016-05-24,1
HOBBIES_1_009_CA_1_validation,2016-05-25,1
HOBBIES_1_009_CA_1_validation,2016-05-26,1
HOBBIES_1_009_CA_1_validation,2016-05-27,0
HOBBIES_1_009_CA_1_validation,2016-05-28,2
HOBBIES_1_009_CA_1_validation,2016-05-29,0
HOBBIES_1_009_CA_1_validation,2016-05-30,2
HOBBIES_1_009_CA_1_validation,2016-05-31,1
HOBBIES_1_010_CA_1_validation,2016-05-01,0
HOBBIES_1_010_CA_1_validation,2016-05-02,1
HOBBIES_1_010_CA_1_validation,2016-05-03,1
HOBBIES_1_010_CA_1_validation,2016-05-04,2
HOBBIES_1_010_CA_1_validation,2016-05-05,0
HOBBIES_1_010_CA_1_validation,2016-05-06,0
HOBBIES_1_010_CA_1_validation,2016-05-07,0
HOBBIES_1_010_CA_1_validation,2016-05-08,3
HOBBIES_1_010_CA_1_validation,2016-05-09,2
HOBBIES_1_010_CA_1_validation,2016-05-10,0
HOBBIES_1_010_CA_1_validation,2016-05-11,1
HOBBIES_1_010_CA_1_validation,2016-05-12,1
HOBBIES_1_010_CA_1_validation,2016-05-13,1
HOBBIES_1_010_CA_1_validation,2016-05-14,0
HOBBIES_1_010_CA_1_validation,2016-05-15,0
HOBBIES_1_010_CA_1_validation,2016-05-16,2
HOBBIES_1_010_CA_1_validation,2016-05-17,0
HOBBIES_1_010_CA_1_validation,2016-05-18,1
HOBBIES_1_010_CA_1_validation,2016-05-19,1
HOBBIES_1_010_CA_1_validation,2016-05-20,0
HOBBIES_1_010_CA_1_validation,2016-05-21,1
HOBBIES_1_010_CA_1_validation,2016-05-22,1
HOBBIES_1_010_CA_1_validation,2016-05-23,0
HOBBIES_1_010_CA_1_validation,2016-05-24,1
HOBBIES_1_010_CA_1_validation,2016-05-25,2
HOBBIES_1_010_CA_1_validation,2016-05-26,0
HOBBIES_1_010_CA_1_validation,2016-05-27,2
HOBBIES_1_010_CA_1_validation,2016-05-28,0
HOBBIES_1_010_CA_1_validation,2016-05-29,2
HOBBIES_1_010_CA_1_validation,2016-05-30,2
HOBBIES_1_010_CA_1_validation,2016-05-31,0
HOBBIES_1_011_CA_1_validation,2016-05-01,0
HOBBIES_1_011_CA_1_validation,2016-05-02,0
HOBBIES_1_011_CA_1_validation,2016-05-03,0
HOBBIES_1_011_CA_1_validation,2016-05-04,0
HOBBIES_1_011_CA_1_validation,2016-05-05,0
HOBBIES_1_011_CA_1_validation,2016-05-06,0
HOBBIES_1_011_CA_1_validation,2016-05-07,0
HOBBIES_1_011_CA_1_validation,2016-05-08,0
HOBBIES_1_011_CA_1_validation,2016-05-09,0
HOBBIES_1_011_CA_1_validation,2016-05-10,0
HOBBIES_1_011_CA_1_validation,2016-05-11,0
HOBBIES_1_011_CA_1_validation,2016-05-12,0
HOBBIES_1_011_CA_1_validation,2016-05-13,0
HOBBIES_1_011_CA_1_validation,2016-05-14,0
HOBBIES_1_011_CA_1_validation,2016-05-15,0
HOBBIES_1_011_CA_1_validation,2016-05-16,0
HOBBIES_1_011_CA_1_validation,2016-05-17,0
HOBBIES_1_011_CA_1_validation,2016-05-18,0
HOBBIES_1_011_CA_1_validation,2016-05-19,0
HOBBIES_1_011_CA_1_validation,2016-05-20,0
HOBBIES_1_011_CA_1_validation,2016-05-21,0
HOBBIES_1_011_CA_1_validation,2016-05-22,0
HOBBIES_1_011_CA_1_validation,2016-05-23,0
HOBBIES_1_011_CA_1_validation,2016-05-24,1
HOBBIES_1_011_CA_1_validation,2016-05-25,0
HOBBIES_1_011_CA_1_validation,2016-05-26,0
HOBBIES_1_011_CA_1_validation,2016-05-27,1
HOBBIES_1_011_CA_1_validation,2016-05-28,0
HOBBIES_1_011_CA_1_validation,2016-05-29,0
HOBBIES_1_011_CA_1_validation,2016-05-30,0
HOBBIES_1_011_CA_1_validation,2016-05-31,0
HOBBIES_1_012_CA_1_validation,2016-05-01,2
HOBBIES_1_012_CA_1_validation,2016-05-02,1
HOBBIES_1_012_CA_1_validation,2016-05-03,1
HOBBIES_1_012_CA_1_validation,2016-05-04,0
HOBBIES_1_012_CA_1_validation,2016-05-05,0
HOBBIES_1_012_CA_1_validation,2016-05-06,0
HOBBIES_1_012_CA_1_validation,2016-05-07,3
HOBBIES_1_012_CA_1_validation,2016-05-08,0
HOBBIES_1_012_CA_1_validation,2016-05-09,2
HOBBIES_1_012_CA_1_validation,2016-05-10,2
HOBBIES_1_012_CA_1_validation,2016-05-11,0
HOBBIES_1_012_CA_1_validation,2016-05-12,0
HOBBIES_1_012_CA_1_validation,2016-05-13,0
HOBBIES_1_012_CA_1_validation,2016-05-14,0
HOBBIES_1_012_CA_1_validation,2016-05-15,1
HOBBIES_1_012_CA_1_validation,2016-05-16,0
HOBBIES_1_012_CA_1_validation,2016-05-17,0
HOBBIES_1_012_CA_1_validation,2016-05-18,0
HOBBIES_1_012_CA_1_validation,2016-05-19,1
HOBBIES_1_012_CA_1_validation,2016-05-20,0
HOBBIES_1_012_CA_1_validation,2016-05-21,1
HOBBIES_1_012_CA_1_validation,2016-05-22,0
HOBBIES_1_012_CA_1_validation,2016-05-23,0
HOBBIES_1_012_CA_1_validation,2016-05-24,0
HOBBIES_1_012_CA_1_validation,2016-05-25,0
HOBBIES_1_012_CA_1_validation,2016-05-26,0
HOBBIES_1_012_CA_1_validation,2016-05-27,0
HOBBIES_1_012_CA_1_validation,2016-05-28,1
HOBBIES_1_012_CA_1_validation,2016-05-29,1
HOBBIES_1_012_CA_1_validation,2016-05-30,0
HOBBIES_1_012_CA_1_validation,2016-05-31,1
HOBBIES_1_013_CA_1_validation,2016-05-01,1
HOBBIES_1_013_CA_1_validation,2016-05-02,0
HOBBIES_1_013_CA_1_validation,2016-05-03,0
HOBBIES_1_013_CA_1_validation,2016-05-04,1
HOBBIES_1_013_CA_1_validation,2016-05-05,0
HOBBIES_1_013_CA_1_validation,2016-05-06,0
HOBBIES_1_013_CA_1_validation,2016-05-07,1
HOBBIES_1_013_CA_1_validation,2016-05-08,1
HOBBIES_1_013_CA_1_validation,2016-05-09,0
HOBBIES_1_013_CA_1_validation,2016-05-10,0
HOBBIES_1_013_CA_1_validation,2016-05-11,0
HOBBIES_1_013_CA_1_validation,2016-05-12,0
HOBBIES_1_013_CA_1_validation,2016-05-13,0
HOBBIES_1_013_CA_1_validation,2016-05-14,1
HOBBIES_1_013_CA_1_validation,2016-05-15,0
HOBBIES_1_013_CA_1_validation,2016-05-16,0
HOBBIES_1_013_CA_1_validation,2016-05-17,0
HOBBIES_1_013_CA_1_validation,2016-05-18,0
HOBBIES_1_013_CA_1_validation,2016-05-19,0
HOBBIES_1_013_CA_1_validation,2016-05-20,0
HOBBIES_1_013_CA_1_validation,2016-05-21,2
HOBBIES_1_013_CA_1_validation,2016-05-22,0
HOBBIES_1_013_CA_1_validation,2016-05-23,0
HOBBIES_1_013_CA_1_validation,2016-05-24,0
HOBBIES_1_013_CA_1_validation,2016-05-25,0
HOBBIES_1_013_CA_1_validation,2016-05-26,0
HOBBIES_1_013_CA_1_validation,2016-05-27,0
HOBBIES_1_013_CA_1_validation,2016-05-28,0
HOBBIES_1_013_CA_1_validation,2016-05-29,0
HOBBIES_1_013_CA_1_validation,2016-05-30,0
HOBBIES_1_013_CA_1_validation,2016-05-31,0
HOBBIES_1_014_CA_1_validation,2016-05-01,1
HOBBIES_1_014_CA_1_validation,2016-05-02,0
HOBBIES_1_014_CA_1_validation,2016-05-03,1
HOBBIES_1_014_CA_1_validation,2016-05-04,1
HOBBIES_1_014_CA_1_validation,2016-05-05,0
HOBBIES_1_014_CA_1_validation,2016-05-06,0
HOBBIES_1_014_CA_1_validation,2016-05-07,4
HOBBIES_1_014_CA_1_validation,2016-05-08,1
HOBBIES_1_014_CA_1_validation,2016-05-09,1
HOBBIES_1_014_CA_1_validation,2016-05-10,0
HOBBIES_1_014_CA_1_validation,2016-05-11,0
HOBBIES_1_014_CA_1_validation,2016-05-12,0
HOBBIES_1_014_CA_1_validation,2016-05-13,0
HOBBIES_1_014_CA_1_validation,2016-05-14,3
HOBBIES_1_014_CA_1_validation,2016-05-15,1
HOBBIES_1_014_CA_1_validation,2016-05-16,1
HOBBIES_1_014_CA_1_validation,2016-05-17,0
HOBBIES_1_014_CA_1_validation,2016-05-18,1
HOBBIES_1_014_CA_1_validation,2016-05-19,1
HOBBIES_1_014_CA_1_validation,2016-05-20,1
HOBBIES_1_014_CA_1_validation,2016-05-21,1
HOBBIES_1_014_CA_1_validation,2016-05-22,4
HOBBIES_1_014_CA_1_validation,2016-05-23,0
HOBBIES_1_014_CA_1_validation,2016-05-24,0
HOBBIES_1_014_CA_1_validation,2016-05-25,2
HOBBIES_1_014_CA_1_validation,2016-05-26,0
HOBBIES_1_014_CA_1_validation,2016-05-27,3
HOBBIES_1_014_CA_1_validation,2016-05-28,1
HOBBIES_1_014_CA_1_validation,2016-05-29,1
HOBBIES_1_014_CA_1_validation,2016-05-30,1
HOBBIES_1_014_CA_1_validation,2016-05-31,3
HOBBIES_1_015_CA_1_validation,2016-05-01,6
HOBBIES_1_015_CA_1_validation,2016-05-02,5
HOBBIES_1_015_CA_1_validation,2016-05-03,4
HOBBIES_1_015_CA_1_validation,2016-05-04,7
HOBBIES_1_015_CA_1_validation,2016-05-05,4
HOBBIES_1_015_CA_1_validation,2016-05-06,6
HOBBIES_1_015_CA_1_validation,2016-05-07,9
HOBBIES_1_015_CA_1_validation,2016-05-08,7
HOBBIES_1_015_CA_1_validation,2016-05-09,12
HOBBIES_1_015_CA_1_validation,2016-05-10,5
HOBBIES_1_015_CA_1_validation,2016-05-11,10
HOBBIES_1_015_CA_1_validation,2016-05-12,3
HOBBIES_1_015_CA_1_validation,2016-05-13,5
HOBBIES_1_015_CA_1_validation,2016-05-14,8
HOBBIES_1_015_CA_1_validation,2016-05-15,16
HOBBIES_1_015_CA_1_validation,2016-05-16,4
HOBBIES_1_015_CA_1_validation,2016-05-17,1
HOBBIES_1_015_CA_1_validation,2016-05-18,7
HOBBIES_1_015_CA_1_validation,2016-05-19,10
HOBBIES_1_015_CA_1_validation,2016-05-20,4
HOBBIES_1_015_CA_1_validation,2016-05-21,11
HOBBIES_1_015_CA_1_validation,2016-05-22,8
HOBBIES_1_015_CA_1_validation,2016-05-23,8
HOBBIES_1_015_CA_1_validation,2016-05-24,5
HOBBIES_1_015_CA_1_validation,2016-05-25,7
HOBBIES_1_015_CA_1_validation,2016-05-26,14
HOBBIES_1_015_CA_1_validation,2016-05-27,5
HOBBIES_1_015_CA_1_validation,2016-05-28,7
HOBBIES_1_015_CA_1_validation,2016-05-29,13
HOBBIES_1_015_CA_1_validation,2016-05-30,5
HOBBIES_1_015_CA_1_validation,2016-05-31,8
HOBBIES_1_016_CA_1_validation,2016-05-01,2
HOBBIES_1_016_CA_1_validation,2016-05-02,8
HOBBIES_1_016_CA_1_validation,2016-05-03,4
HOBBIES_1_016_CA_1_validation,2016-05-04,7
HOBBIES_1_016_CA_1_validation,2016-05-05,7
HOBBIES_1_016_CA_1_validation,2016-05-06,4
HOBBIES_1_016_CA_1_validation,2016-05-07,9
HOBBIES_1_016_CA_1_validation,2016-05-08,8
HOBBIES_1_016_CA_1_validation,2016-05-09,4
HOBBIES_1_016_CA_1_validation,2016-05-10,2
HOBBIES_1_016_CA_1_validation,2016-05-11,4
HOBBIES_1_016_CA_1_validation,2016-05-12,5
HOBBIES_1_016_CA_1_validation,2016-05-13,7
HOBBIES_1_016_CA_1_validation,2016-05-14,4
HOBBIES_1_016_CA_1_validation,2016-05-15,6
HOBBIES_1_016_CA_1_validation,2016-05-16,4
HOBBIES_1_016_CA_1_validation,2016-05-17,7
HOBBIES_1_016_CA_1_validation,2016-05-18,8
HOBBIES_1_016_CA_1_validation,2016-05-19,2
HOBBIES_1_016_CA_1_validation,2016-05-20,5
HOBBIES_1_016_CA_1_validation,2016-05-21,11
HOBBIES_1_016_CA_1_validation,2016-05-22,6
HOBBIES_1_016_CA_1_validation,2016-05-23,5
HOBBIES_1_016_CA_1_validation,2016-05-24,9
HOBBIES_1_016_CA_1_validation,2016-05-25,7
HOBBIES_1_016_CA_1_validation,2016-05-26,7
HOBBIES_1_016_CA_1_validation,2016-05-27,5
HOBBIES_1_016_CA_1_validation,2016-05-28,7
HOBBIES_1_016_CA_1_validation,2016-05-29,9
HOBBIES_1_016_CA_1_validation,2016-05-30,8
HOBBIES_1_016_CA_1_validation,2016-05-31,3
HOBBIES_1_017_CA_1_validation,2016-05-01,1
HOBBIES_1_017_CA_1_validation,2016-05-02,0
HOBBIES_1_017_CA_1_validation,2016-05-03,2
